theater_id,theater_name,movie_id,title,release_date,duration,rating,star,poster,format,date,showtimes
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-08,"8:10,11:20,14:30,16:05,18:40,21:00"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-09,"8:10,11:20,14:30,16:05,18:40,21:00"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,105470,白鳥とコウモリ,9月4日公開,145分,G,3.9,https://media.eiga.com/images/movie/105470/photo/b71a5d26922f5925/320.jpg,通常,2026-09-10,"8:10,10:20,13:30,16:45,19:05,20:35"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-08,"8:10,18:35"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-09,"8:10,18:35"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,103169,時には懺悔を,8月28日公開,128分,G,4.0,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-10,"8:10,18:50"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-08,"10:40,15:10,18:00"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-09,"10:40,15:10,18:00"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,字幕,2026-09-10,"11:15,15:00,17:45"
3017,ж–°е®ҝгғ”гӮ«гғҮгғӘгғј,106287,バックルームズ,9月4日公開,126分,G,3.1,https://media.eiga.com/images/movie/106287/photo/b6625e073a2997ed/320.jpg,吹替,2026-09-08,13:30
