theater_id,theater_name,movie_id,title,release_date,duration,rating,star,format,date,showtimes
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,字幕,2026-08-02,"8:00,10:40,13:20,16:40,19:55,21:20"
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,字幕,2026-08-03,"8:00,10:35,13:40,15:35,18:45,20:50"
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,字幕,2026-08-04,"8:00,11:05,14:10,15:20,18:30,20:55"
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,吹替,2026-08-02,"9:50,18:15"
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,吹替,2026-08-03,18:25
3017,新宿ピカデリー,102846,スパイダーマン　ブランド・ニュー・デイ,7月31日公開,145分,G,4.1,吹替,2026-08-04,18:50
3017,新宿ピカデリー,104003,モアナと伝説の海,7月31日公開,115分,G,3.6,字幕,2026-08-02,"8:10,10:35,13:15,16:25,19:05,21:45"
3017,新宿ピカデリー,104003,モアナと伝説の海,7月31日公開,115分,G,3.6,字幕,2026-08-03,"8:15,11:25,12:50,16:45,19:25,21:50"
3017,新宿ピカデリー,104003,モアナと伝説の海,7月31日公開,115分,G,3.6,字幕,2026-08-04,"8:35,11:30,12:40,15:55,19:35,21:40"
3017,新宿ピカデリー,105228,映画クレヨンしんちゃん　奇々怪々！オラの妖怪バケ～ション,7月31日公開,101分,G,3.8,通常,2026-08-02,"8:00,10:20,15:00,17:20,19:40"
3017,新宿ピカデリー,105228,映画クレヨンしんちゃん　奇々怪々！オラの妖怪バケ～ション,7月31日公開,101分,G,3.8,通常,2026-08-03,"10:20,12:40,15:00,17:20,19:40"
3017,新宿ピカデリー,105228,映画クレヨンしんちゃん　奇々怪々！オラの妖怪バケ～ション,7月31日公開,101分,G,3.8,通常,2026-08-04,"10:35,12:55,15:15,17:35,19:55"
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,通常,2026-08-02,"8:15,10:50,14:10,15:55,19:50,22:10"
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,通常,2026-08-03,"8:15,10:25,13:50,16:25,18:30,22:00"
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,通常,2026-08-04,"8:00,10:20,13:35,16:30,17:15,22:10"
3017,新宿ピカデリー,104266,キングダム　魂の決戦,7月17日公開,134分,G,3.9,通常,2026-08-02,"11:15,12:55,15:50,18:45,21:15"
3017,新宿ピカデリー,104266,キングダム　魂の決戦,7月17日公開,134分,G,3.9,通常,2026-08-03,"8:30,10:50,13:50,15:30,18:55,21:35"
3017,新宿ピカデリー,104266,キングダム　魂の決戦,7月17日公開,134分,G,3.9,通常,2026-08-04,"8:35,10:55,13:55,16:15,19:10,21:35"
3017,新宿ピカデリー,102093,Michael マイケル,6月12日公開,127分,G,4.1,字幕,2026-08-02,"11:05,18:40,21:40"
3017,新宿ピカデリー,102093,Michael マイケル,6月12日公開,127分,G,4.1,字幕,2026-08-03,"11:05,12:45,21:30"
3017,新宿ピカデリー,102093,Michael マイケル,6月12日公開,127分,G,4.1,字幕,2026-08-04,"8:15,13:30,18:40,21:45"
3017,新宿ピカデリー,104002,トイ・ストーリー5,7月3日公開,102分,G,3.9,吹替,2026-08-02,"11:00,12:40,14:25,16:35,18:55"
3017,新宿ピカデリー,104002,トイ・ストーリー5,7月3日公開,102分,G,3.9,吹替,2026-08-03,"8:00,11:20,14:05,16:10,16:55,19:15"
3017,新宿ピカデリー,104002,トイ・ストーリー5,7月3日公開,102分,G,3.9,吹替,2026-08-04,"8:50,11:15,14:10,16:50,18:35,22:05"
3017,新宿ピカデリー,105899,だぁれかさんとアソぼ？,7月24日公開,109分,G,2.8,通常,2026-08-02,"8:35,13:50,16:15,21:25"
3017,新宿ピカデリー,105899,だぁれかさんとアソぼ？,7月24日公開,109分,G,2.8,通常,2026-08-03,"8:20,13:55,16:40,21:55"
3017,新宿ピカデリー,105899,だぁれかさんとアソぼ？,7月24日公開,109分,G,2.8,通常,2026-08-04,"8:30,13:40,16:05,21:55"
3017,新宿ピカデリー,105462,君と花火と約束と,7月17日公開,96分,G,3.4,通常,2026-08-02,"8:30,19:15"
3017,新宿ピカデリー,105462,君と花火と約束と,7月17日公開,96分,G,3.4,通常,2026-08-03,"8:10,14:00,21:50"
3017,新宿ピカデリー,105462,君と花火と約束と,7月17日公開,96分,G,3.4,通常,2026-08-04,"8:20,14:15,21:55"
3017,新宿ピカデリー,105111,口に関するアンケート,7月3日公開,89分,G,2.9,通常,2026-08-02,16:45
3017,新宿ピカデリー,105111,口に関するアンケート,7月3日公開,89分,G,2.9,通常,2026-08-03,16:40
3017,新宿ピカデリー,105111,口に関するアンケート,7月3日公開,89分,G,2.9,通常,2026-08-04,"17:20,21:25"
3017,新宿ピカデリー,105427,黒牢城,6月19日公開,147分,G,3.3,通常,2026-08-02,10:55
3017,新宿ピカデリー,105427,黒牢城,6月19日公開,147分,G,3.3,通常,2026-08-03,10:55
3017,新宿ピカデリー,105427,黒牢城,6月19日公開,147分,G,3.3,通常,2026-08-04,11:10
