theater_id,theater_name,movie_id,title,release_date,duration,rating,star,poster,format,date,showtimes
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,https://media.eiga.com/images/movie/105109/photo/1070d756f3d9867f/320.jpg,通常,2026-08-31,"8:20,10:55,13:25,15:50,19:15,21:35"
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,https://media.eiga.com/images/movie/105109/photo/1070d756f3d9867f/320.jpg,通常,2026-09-01,"8:20,10:55,13:25,15:50,19:15,21:35"
3017,新宿ピカデリー,105109,映画ちいかわ　人魚の島のひみつ,7月24日公開,99分,G,3.8,https://media.eiga.com/images/movie/105109/photo/1070d756f3d9867f/320.jpg,通常,2026-09-02,"8:15,10:55,13:25,15:50,19:05,20:55"
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.1,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-08-31,"11:00,13:45,16:35,21:40"
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.1,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-01,"11:00,13:45,16:35,21:40"
3017,新宿ピカデリー,103169,時には懺悔を,8月28日公開,128分,G,4.1,https://media.eiga.com/images/movie/103169/photo/5f0da4bd2864bd67/320.jpg,通常,2026-09-02,"10:50,13:35,16:35,21:40"
3017,新宿ピカデリー,104000,ラスト・サバイバー,8月28日公開,119分,PG12,3.3,https://media.eiga.com/images/movie/104000/photo/4eed32b4969d5001/320.jpg,字幕,2026-08-31,"8:00,12:40,16:30,19:20,22:00"
3017,新宿ピカデリー,104000,ラスト・サバイバー,8月28日公開,119分,PG12,3.3,https://media.eiga.com/images/movie/104000/photo/4eed32b4969d5001/320.jpg,字幕,2026-09-01,"8:00,12:40,16:30,19:20,22:00"
3017,新宿ピカデリー,104000,ラスト・サバイバー,8月28日公開,119分,PG12,3.3,https://media.eiga.com/images/movie/104000/photo/4eed32b4969d5001/320.jpg,字幕,2026-09-02,"8:05,12:50,16:20,19:20,21:50"
3017,新宿ピカデリー,105912,オークストリートの異変,8月14日公開,100分,G,3.4,https://media.eiga.com/images/movie/105912/photo/8873c72acd758414/320.jpg,字幕,2026-08-31,"8:30,10:45,15:15,19:40"
3017,新宿ピカデリー,105912,オークストリートの異変,8月14日公開,100分,G,3.4,https://media.eiga.com/images/movie/105912/photo/8873c72acd758414/320.jpg,字幕,2026-09-01,"8:30,10:45,15:15,19:40"
3017,新宿ピカデリー,105912,オークストリートの異変,8月14日公開,100分,G,3.4,https://media.eiga.com/images/movie/105912/photo/8873c72acd758414/320.jpg,字幕,2026-09-02,"8:35,15:25,19:30"
